time,NAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,Nina_index,DEW_ave,TEMP_ave,RH_ave,DEW_max,TEMP_max,RH_max,sp_ave,tcc_ave,tp_sum,ws_ave,wd_ave
10/5/1999,TSN,10.818797,106.651856,1999,10,5,-1.23,24.86538462,27.15769231,88.06232868,26,32.4,100,100.8553204,0.785350992,0,0.474866213,73.64609932
10/6/1999,TSN,10.818797,106.651856,1999,10,6,-1.23,25.07692308,27.48076923,87.28533093,27,32,100,100.8688977,0.850857207,0.006098346,0.930848276,145.7540795
10/7/1999,TSN,10.818797,106.651856,1999,10,7,-1.23,24.81851852,26.11851852,92.84429909,26.5,29.9,100,100.821154,0.860961984,0.012569386,0.963587704,173.3794802
10/8/1999,TSN,10.818797,106.651856,1999,10,8,-1.23,25.05555556,27.45925926,86.95762163,26,30.3,94.22722497,100.7800056,0.897671358,0.01030083,1.037034083,157.1990091
10/9/1999,TSN,10.818797,106.651856,1999,10,9,-1.23,25.05714286,28.06785714,84.78175521,26.1,33,100,100.8354067,0.575674392,0.006428623,1.289528423,134.7921055
10/10/1999,TSN,10.818797,106.651856,1999,10,10,-1.23,24.73103448,26.46896552,90.63879264,26,31,100,100.9612092,0.604046657,0.002660049,0.894783782,108.7598359
10/11/1999,TSN,10.818797,106.651856,1999,10,11,-1.23,24.91538462,27.78461538,85.56032531,27,32,100,100.8794146,0.775871305,0.00068294,1.476957661,105.1113057
10/12/1999,TSN,10.818797,106.651856,1999,10,12,-1.23,24.54230769,26.10769231,91.74279079,27,32.5,100,100.799581,0.846100254,0.033628581,1.6629519,247.063829
10/13/1999,TSN,10.818797,106.651856,1999,10,13,-1.23,24.76153846,26.55,90.17784816,26,29.1,100,100.8162706,0.987338882,0.011872461,2.33705064,119.5095686
10/14/1999,TSN,10.818797,106.651856,1999,10,14,-1.23,24.87307692,27.30384615,87.24185437,26,32,100,100.9015598,0.970076511,0.009774189,2.356263757,118.3685234
10/15/1999,TSN,10.818797,106.651856,1999,10,15,-1.23,24.66666667,26.2375,91.59751406,25.4,30,100,100.8812269,0.862099996,0.005894166,1.367831952,106.4140761
10/16/1999,TSN,10.818797,106.651856,1999,10,16,-1.23,24.8,26.86153846,89.33627004,26,32.6,100,100.8464894,0.787413936,0.008834358,1.607726,324.6506138
10/17/1999,TSN,10.818797,106.651856,1999,10,17,-1.23,24.92307692,26.78846154,90.45535247,26,32,100,100.6888229,0.929789055,0.006569616,2.725964351,301.6403816
10/18/1999,TSN,10.818797,106.651856,1999,10,18,-1.23,24.62692308,25.21923077,96.59997239,25,27,100,100.663359,0.999755025,0.013732705,2.898746722,324.6274352
10/19/1999,TSN,10.818797,106.651856,1999,10,19,-1.23,23.08928571,25.05,89.53257335,24.1,29,100,100.7435365,0.998455068,0.005100481,2.394693789,309.2932819
10/20/1999,TSN,10.818797,106.651856,1999,10,20,-1.23,23.52916667,26.0625,86.68129683,25,30.4,100,100.8537421,0.876610348,0.000177491,1.517282333,299.6135012
10/21/1999,TSN,10.818797,106.651856,1999,10,21,-1.23,24.31785714,26.70714286,88.07740336,25.3,32,100,100.9399921,0.674893905,0.001488117,1.05732883,152.7732518
10/22/1999,TSN,10.818797,106.651856,1999,10,22,-1.23,25.14,27.32,88.53039573,26.5,32,100,100.9201769,0.602074437,0.014313122,1.626189812,278.882922
10/23/1999,TSN,10.818797,106.651856,1999,10,23,-1.23,24.3037037,24.82592593,96.95381921,25,26,100,100.6428204,0.998856507,0.028459047,2.26524638,183.9873985
10/24/1999,TSN,10.818797,106.651856,1999,10,24,-1.23,24.31923077,25.22692308,94.93095098,25.2,29,100,100.5881304,0.999212459,0.012109109,3.651869322,109.0232717
10/25/1999,TSN,10.818797,106.651856,1999,10,25,-1.23,24.77037037,26.57407407,90.28437542,26,31,100,100.8186644,0.973106986,0.005449902,2.948427848,123.5388783
10/26/1999,TSN,10.818797,106.651856,1999,10,26,-1.23,24.87692308,27.30384615,87.57722325,26,32,100,100.9017423,0.775805459,0.005347566,1.906127305,140.8288793
10/27/1999,TSN,10.818797,106.651856,1999,10,27,-1.23,24.59130435,26.60869565,89.43297113,26,30.8,100,100.8220106,0.827468013,0.010391954,1.555927503,205.9899087
10/28/1999,TSN,10.818797,106.651856,1999,10,28,-1.23,24.84230769,26.05384615,93.49839753,26,30,100,100.8680127,0.938759189,0.009054429,1.270697273,256.0644098
10/29/1999,TSN,10.818797,106.651856,1999,10,29,-1.23,25.16153846,27.10384615,89.70233157,26,31,100,100.888034,0.918118583,0.007127745,0.997888296,144.9645918
10/30/1999,TSN,10.818797,106.651856,1999,10,30,-1.23,25.27307692,27.83076923,86.77000911,26,32,100,100.8178854,0.842322973,0.00927363,1.172275733,147.5777281
10/31/1999,TSN,10.818797,106.651856,1999,10,31,-1.23,24.97307692,27.71538462,85.6737349,25.5,31,100,100.7676385,0.890439395,0.014570767,1.47266944,131.5793686
11/1/1999,TSN,10.818797,106.651856,1999,11,1,-1.58,24.66666667,25.36666667,96.0707425,25.5,28,100,100.785935,0.998306442,0.019420614,1.168946764,256.5199848
11/2/1999,TSN,10.818797,106.651856,1999,11,2,-1.58,24.98,26.092,93.83345692,26,29,100,100.7193935,0.996640299,0.014628347,1.321224913,290.6971328
11/3/1999,TSN,10.818797,106.651856,1999,11,3,-1.58,24.4375,25.17916667,95.90069529,26.1,29,100,100.6671192,0.977581885,0.018994977,1.399556239,241.310786
11/4/1999,TSN,10.818797,106.651856,1999,11,4,-1.58,24.60740741,25.45925926,95.46547626,26,30,100,100.5605023,0.9957808,0.008525662,1.545911438,218.8981893
11/5/1999,TSN,10.818797,106.651856,1999,11,5,-1.58,23.69230769,24.71923077,94.14883998,25.7,28,100,100.4537919,0.872810849,0.021239587,1.939994145,300.1536282
11/6/1999,TSN,10.818797,106.651856,1999,11,6,-1.58,24.31111111,26.60740741,87.67418194,25,30,100,100.6310206,0.793675165,0.006699765,1.905161042,242.9874403
11/7/1999,TSN,10.818797,106.651856,1999,11,7,-1.58,24.87307692,27.11153846,88.27724621,26,31,100,100.7577475,0.784458421,0.004702317,1.253712595,194.7991456
11/8/1999,TSN,10.818797,106.651856,1999,11,8,-1.58,25.18076923,27.46538462,88.18945206,26,32,100,100.7526748,0.660934997,0.003090671,0.990391524,151.9313522
11/9/1999,TSN,10.818797,106.651856,1999,11,9,-1.58,25.336,28.136,85.38261083,26,32.2,98.81607712,100.8134325,0.593807406,0.002726771,1.83798632,111.3851453
11/10/1999,TSN,10.818797,106.651856,1999,11,10,-1.58,24.80740741,28.49259259,81.6568795,26,33,100,100.9093127,0.63921993,0.001827082,1.971033853,120.1843231
11/11/1999,TSN,10.818797,106.651856,1999,11,11,-1.58,25.12,28.292,83.86070481,26,33,100,100.9695098,0.788122404,0.001790114,0.691745018,131.2699102
11/12/1999,TSN,10.818797,106.651856,1999,11,12,-1.58,24.57142857,26.57857143,89.69162048,26.1,32.3,100,100.9173698,0.869174518,0.005006018,1.26323948,211.4818486
11/13/1999,TSN,10.818797,106.651856,1999,11,13,-1.58,24.31923077,26.90384615,87.00688454,26,32,100,100.9399898,0.715035075,0.005870557,0.99608571,134.6505778
11/14/1999,TSN,10.818797,106.651856,1999,11,14,-1.58,24.45,26.56071429,88.94238048,26.5,32,100,100.9547273,0.580526588,0.002955952,1.04721569,98.77013325
11/15/1999,TSN,10.818797,106.651856,1999,11,15,-1.58,24.19285714,26.31428571,89.34944128,25,32,100,100.9793385,0.454148096,0.004457339,1.132878011,170.7206757
11/16/1999,TSN,10.818797,106.651856,1999,11,16,-1.58,23.58076923,25.76153846,88.38576446,26,31,100,101.1224027,0.813324256,0.014219332,1.260242478,176.9211771
11/17/1999,TSN,10.818797,106.651856,1999,11,17,-1.58,22.14583333,26.7375,77.12757301,24,32,94.18534382,101.1780933,0.314772257,3.00E-05,1.278675618,185.5497798
11/18/1999,TSN,10.818797,106.651856,1999,11,18,-1.58,21.624,26.332,75.99786799,24,31.2,88.42598422,101.0694523,0.922962324,0.000245305,1.601737569,147.8782637
11/19/1999,TSN,10.818797,106.651856,1999,11,19,-1.58,22.67037037,26.31851852,82.14272769,25,31,100,100.9025317,0.780926199,0.0015321,1.354226194,200.488095
11/20/1999,TSN,10.818797,106.651856,1999,11,20,-1.58,22.81153846,25.96538462,83.87345429,25,32,97.02623173,100.8922169,0.717798618,0.000873197,1.414575845,185.4286352
11/21/1999,TSN,10.818797,106.651856,1999,11,21,-1.58,22.60384615,24.31538462,90.61106712,24,29,100,100.8776504,0.928166822,0.007319365,1.822811081,169.1823232
11/22/1999,TSN,10.818797,106.651856,1999,11,22,-1.58,24.02592593,26.71111111,85.88602311,25.2,31.1,100,100.885354,0.812850193,0.007387017,2.335052431,122.9079175
11/23/1999,TSN,10.818797,106.651856,1999,11,23,-1.58,24.47307692,26.48461538,89.52935354,25.5,32,100,100.8704088,0.282860179,0.001813011,1.201572828,106.9415334
11/24/1999,TSN,10.818797,106.651856,1999,11,24,-1.58,24.872,27.692,85.74496947,26,33,100,100.8183879,0.52894525,0.001617768,1.4463853,237.9563992
11/25/1999,TSN,10.818797,106.651856,1999,11,25,-1.58,24.45833333,27.52916667,84.41850998,26,33,95.35111552,100.7392106,0.439643175,0.009486062,1.014404556,140.4695308
11/26/1999,TSN,10.818797,106.651856,1999,11,26,-1.58,24.55833333,27.075,87.27774928,26,32,100,100.7740806,0.599813771,0.004546352,0.865254391,224.4622947
11/27/1999,TSN,10.818797,106.651856,1999,11,27,-1.58,25.2,27.81904762,86.4120892,26.1,32,100,100.7884531,0.822424532,0.003110529,0.908893058,143.9666788
11/28/1999,TSN,10.818797,106.651856,1999,11,28,-1.58,24.208,26.564,88.04037235,26.7,32.1,100,100.79238,0.629358151,0.008040138,1.311411315,201.7179118
11/29/1999,TSN,10.818797,106.651856,1999,11,29,-1.58,22.7037037,26.14074074,81.92734707,25,31,95.87072268,100.778881,0.981883765,0.004715686,1.91852643,135.386943
11/30/1999,TSN,10.818797,106.651856,1999,11,30,-1.58,21.52307692,26.48076923,74.77747391,24,31.3,85.83244275,100.7250604,0.808965698,0.000435409,2.68308328,119.544479
12/1/1999,TSN,10.818797,106.651856,1999,12,1,-1.74,22.61538462,26.41153846,80.25120002,24,31,94.10021749,100.7691694,0.875635394,5.72E-05,2.761099189,191.8910251
12/2/1999,TSN,10.818797,106.651856,1999,12,2,-1.74,23.81851852,26.02592593,88.0448216,25.5,29.9,100,100.8221773,0.999809158,0.011536573,2.372394145,145.6797715
12/3/1999,TSN,10.818797,106.651856,1999,12,3,-1.74,24.18148148,27.00740741,85.09418726,26,31.3,100,100.9435206,0.965407825,0.007792027,2.01960694,122.1918885
12/4/1999,TSN,10.818797,106.651856,1999,12,4,-1.74,24.5,26.59230769,89.02897145,26.8,31,100,100.9919117,0.954843157,0.010695941,1.37440247,190.5767882
12/5/1999,TSN,10.818797,106.651856,1999,12,5,-1.74,23.73846154,25.02307692,93.19480377,26,31,100,100.9039563,0.81413304,0.000939521,1.48455117,350.9332674
12/6/1999,TSN,10.818797,106.651856,1999,12,6,-1.74,24.288,26.444,88.6264144,25.2,31,100,100.9342965,0.507289453,0.004284206,1.094706332,226.351298
12/7/1999,TSN,10.818797,106.651856,1999,12,7,-1.74,22.6037037,26.54814815,79.7717017,25,31,94.10021749,100.9961323,0.857131299,0.000623146,1.724174481,112.4214196
12/8/1999,TSN,10.818797,106.651856,1999,12,8,-1.74,20.70384615,25.71923077,74.71661406,23.4,31,94.10021749,100.9794865,0.943012707,8.24E-06,2.951461293,196.4801709
12/9/1999,TSN,10.818797,106.651856,1999,12,9,-1.74,18.27037037,23.96666667,70.71195162,20,27.4,83.09303001,100.9255527,1,0.000358454,3.053881052,294.362233
12/10/1999,TSN,10.818797,106.651856,1999,12,10,-1.74,20.168,21.912,90.19021903,21.1,24,100,100.8848958,1,0.028361655,3.18771446,335.1686254
12/11/1999,TSN,10.818797,106.651856,1999,12,11,-1.74,21.844,23.844,88.7173137,23.8,27,96.99080797,100.8293698,0.993174833,0.00211721,3.026707533,297.306341
12/12/1999,TSN,10.818797,106.651856,1999,12,12,-1.74,23.51481481,25.85185185,87.70622575,25.1,30,100,100.8106298,0.992247102,0.00044226,2.214634563,259.8672237
12/13/1999,TSN,10.818797,106.651856,1999,12,13,-1.74,24.15416667,26.17916667,89.02971882,25,30,100,100.725234,0.950335233,0.001825635,1.220423769,181.1513234
12/14/1999,TSN,10.818797,106.651856,1999,12,14,-1.74,22.4962963,26.37037037,79.49815097,25,30,94.14301015,100.6133438,0.812526534,0.008501012,1.522690169,227.2936675
12/15/1999,TSN,10.818797,106.651856,1999,12,15,-1.74,21.11666667,25.2375,78.8537809,22.8,31,94.05695924,100.610599,0.971291472,0.000126871,2.558658015,325.1512694
12/16/1999,TSN,10.818797,106.651856,1999,12,16,-1.74,21.99615385,26.21538462,78.71496699,23,32,94.05695924,100.6558148,0.957406072,3.04E-05,2.634755259,322.6782643
12/17/1999,TSN,10.818797,106.651856,1999,12,17,-1.74,23.70740741,26.45925926,85.82058367,25.2,31,100,100.6874248,0.86379947,0.001235071,0.997157407,182.6545691
12/18/1999,TSN,10.818797,106.651856,1999,12,18,-1.74,22.79615385,25.23846154,86.6075666,25,29,97.61647308,100.75774,0.859924138,0.029398802,1.883472683,239.1535888
12/19/1999,TSN,10.818797,106.651856,1999,12,19,-1.74,20.2,25.75555556,72.28855315,22,31,88.34330886,100.8397998,0.465369158,1.23E-05,2.974670352,80.54061527
12/20/1999,TSN,10.818797,106.651856,1999,12,20,-1.74,19.42692308,24.95384615,72.64544585,21,31,93.96901911,100.9713019,0.394145917,3.11E-06,2.982914527,9.906137651
12/21/1999,TSN,10.818797,106.651856,1999,12,21,-1.74,19.1047619,25.46190476,68.82166612,21,31,88.25976545,101.0839977,0.388191911,0,2.992488163,125.4491419
12/22/1999,TSN,10.818797,106.651856,1999,12,22,-1.74,16.76,22.748,69.88707016,21.6,29,82.61721281,101.2377944,0.614801306,1.37E-06,2.988480988,113.0812336
12/23/1999,TSN,10.818797,106.651856,1999,12,23,-1.74,15.57826087,21.24347826,71.04887586,17.1,26.1,87.91667108,101.3168569,0.896052194,0,2.770823275,230.6332162
12/24/1999,TSN,10.818797,106.651856,1999,12,24,-1.74,15.296,19.996,75.46419541,18.6,26,95.12734419,101.3765725,0.760560592,0,2.859097004,341.1871852
12/25/1999,TSN,10.818797,106.651856,1999,12,25,-1.74,16.26538462,20.41923077,77.95093973,19,26,93.78724899,101.2787096,0.490706052,0,2.431692618,330.1966042
12/26/1999,TSN,10.818797,106.651856,1999,12,26,-1.74,17.85833333,22.4375,76.71653607,20,27,93.92432345,101.216901,0.819291318,4.50E-06,1.488420777,214.604012
12/27/1999,TSN,10.818797,106.651856,1999,12,27,-1.74,19.25833333,24.23333333,74.84753562,22,30,95.08360786,101.218826,0.76260301,0,1.648132394,317.9685433
12/28/1999,TSN,10.818797,106.651856,1999,12,28,-1.74,21.80384615,25.94615385,79.05054604,24,31,94.10021749,101.1388025,0.718226933,0.000151289,1.415796386,149.3676315
12/29/1999,TSN,10.818797,106.651856,1999,12,29,-1.74,23.45769231,26.38846154,84.94674226,24,31,100,101.008909,0.58344501,0.000115356,1.102428717,240.4538861
12/30/1999,TSN,10.818797,106.651856,1999,12,30,-1.74,23.632,26.328,86.11470022,25,32,100,100.8149506,0.904623879,0.000280147,1.292838953,203.8836341
12/31/1999,TSN,10.818797,106.651856,1999,12,31,-1.74,23.37692308,26.26538462,85.52913578,25,31,100,100.804029,0.408334107,0.000791635,1.006411942,120.77105
1/1/2000,TSN,10.818797,106.651856,2000,1,1,-1.77,23.62222222,26.24444444,86.61905959,25,32,100,100.815599,0.645677147,0.00334198,1.119221379,129.0979101
1/2/2000,TSN,10.818797,106.651856,2000,1,2,-1.77,23.36923077,26.91538462,82.60610096,25,32.5,100,100.8033046,0.667693827,0.000438974,1.133284911,131.1797301
1/3/2000,TSN,10.818797,106.651856,2000,1,3,-1.77,23.13846154,27.56538462,78.04584786,25,32,94.6955492,100.7764654,0.675088869,0.000504996,1.237281804,96.82118405
1/4/2000,TSN,10.818797,106.651856,2000,1,4,-1.77,23.808,26.828,85.08414192,25,33,100,100.7862967,0.668377285,0.002187984,1.002193435,155.4155579
1/5/2000,TSN,10.818797,106.651856,2000,1,5,-1.77,23.40833333,27.92916667,77.21515071,25,32,97.64270503,100.8855759,0.771804999,0,0.695922747,98.59100976
1/6/2000,TSN,10.818797,106.651856,2000,1,6,-1.77,23.74090909,27.38181818,81.26681529,25,31.8,94.18534382,100.9112293,0.74315003,0.002783344,1.208023906,99.0062408
1/7/2000,TSN,10.818797,106.651856,2000,1,7,-1.77,23.53076923,26.6,83.93085483,25,31,100,100.930174,0.751183436,0.001069569,1.076050476,124.5640722
1/8/2000,TSN,10.818797,106.651856,2000,1,8,-1.77,22.89230769,26.46538462,81.54432794,24.3,32,100,100.9202475,0.936499385,0.000279756,1.626507903,163.319839
1/9/2000,TSN,10.818797,106.651856,2000,1,9,-1.77,22.01818182,27.14090909,74.76643004,23,32,94.10021749,100.9204423,0.862637544,0,1.505520223,117.7242876
1/10/2000,TSN,10.818797,106.651856,2000,1,10,-1.77,22.19615385,27.70769231,72.93575159,24,32.3,90.19615824,100.8581858,0.871184858,0.000138086,1.697563829,111.68404
1/11/2000,TSN,10.818797,106.651856,2000,1,11,-1.77,23.34230769,27.98076923,77.2470913,25,34,94.15575815,100.8337446,0.731679143,0.000269389,2.3297408,104.3164602
1/12/2000,TSN,10.818797,106.651856,2000,1,12,-1.77,22.73461538,27.84615385,74.78436755,24,33,94.14301015,100.8292473,0.056801598,0.000200411,2.537006311,127.3299391
1/13/2000,TSN,10.818797,106.651856,2000,1,13,-1.77,23.6,27.544,80.37512976,25,33,94.73406631,100.7703438,0.439239939,0.000342818,1.836632468,132.693325
1/14/2000,TSN,10.818797,106.651856,2000,1,14,-1.77,23.68076923,27.46538462,80.69788896,25,32.1,91.39068042,100.7346662,0.28984425,0.000352441,1.502382944,130.8042853
1/15/2000,TSN,10.818797,106.651856,2000,1,15,-1.77,23.112,27.896,76.19189597,24,32,100,100.8046854,0.272255018,0.00052078,1.707269696,125.2258745
1/16/2000,TSN,10.818797,106.651856,2000,1,16,-1.77,22.95384615,27.98076923,75.55240139,24,34,93.02350904,100.8819867,0.45789887,0.000162921,1.640976269,121.7884992
1/17/2000,TSN,10.818797,106.651856,2000,1,17,-1.77,23.61923077,27.55,80.20624362,24,33,94.18534382,100.8876746,0.56746442,0.000347799,1.427734127,139.0082208
1/18/2000,TSN,10.818797,106.651856,2000,1,18,-1.77,23.60769231,26.38461538,85.37178627,25,32,100,101.0010152,0.929558749,0.003082025,1.640556509,145.1760409
1/19/2000,TSN,10.818797,106.651856,2000,1,19,-1.77,22.544,26.34,81.27101593,23.2,31,100,101.0258123,0.768471149,0.000675576,1.618030392,156.9256323
1/20/2000,TSN,10.818797,106.651856,2000,1,20,-1.77,20.94074074,25.64444444,76.78809376,23,31.3,98.78936451,101.0528825,0.61593133,1.16E-05,1.384255876,93.83361887
1/21/2000,TSN,10.818797,106.651856,2000,1,21,-1.77,20.18,25.572,73.87987371,22,31,94.05695924,101.1931592,0.745515358,0,1.256471187,149.1468836
1/22/2000,TSN,10.818797,106.651856,2000,1,22,-1.77,21.708,25.816,79.75932274,23,31,100,101.0666508,0.97353468,0,1.196272712,226.1870905
1/23/2000,TSN,10.818797,106.651856,2000,1,23,-1.77,23.25555556,26.11851852,86.09409331,24,32.2,100,100.9771802,0.640569662,0.001652132,1.530915558,189.3808722
1/24/2000,TSN,10.818797,106.651856,2000,1,24,-1.77,22.596,27.328,76.84885969,24.1,33,98.21029709,100.9966352,0.811960818,0.000402005,1.900130602,75.98206977
1/25/2000,TSN,10.818797,106.651856,2000,1,25,-1.77,21.90384615,27.35384615,73.94679214,23.3,32.3,94.10021749,101.0439923,0.793943124,0.000142192,2.125368302,91.99842407
1/26/2000,TSN,10.818797,106.651856,2000,1,26,-1.77,20.46521739,27.56521739,66.21203141,21,31,88.49965952,101.0911563,0.78066304,0.000336278,2.251681752,59.11941745
1/27/2000,TSN,10.818797,106.651856,2000,1,27,-1.77,19.28461538,25.60384615,68.99197475,23,31,82.8575041,101.098589,0.688076621,0.000254256,2.139971649,48.50433615
1/28/2000,TSN,10.818797,106.651856,2000,1,28,-1.77,18.56923077,25.12307692,68.63894274,21,32,88.25976545,101.1600131,0.903909329,0,2.255010681,52.94601983
1/29/2000,TSN,10.818797,106.651856,2000,1,29,-1.77,20.612,26.004,73.46516185,23.1,31,90.27952557,101.2112915,0.905023499,0,1.501553829,58.97500205
1/30/2000,TSN,10.818797,106.651856,2000,1,30,-1.77,19.852,25.4,71.89171583,22.6,30,82.97585516,101.2844635,0.854963228,1.10E-05,1.772247915,43.92760544
1/31/2000,TSN,10.818797,106.651856,2000,1,31,-1.77,18.14230769,26.03846154,62.7752924,19.1,31.3,86.15106515,101.2752158,0.772112615,0,1.870642939,137.0344352
2/1/2000,TSN,10.818797,106.651856,2000,2,1,-1.55,18.64444444,25.44814815,67.56784853,22,32,88.25976545,101.184526,0.551327141,0,2.111685201,78.06203382
2/2/2000,TSN,10.818797,106.651856,2000,2,2,-1.55,20.736,25.948,75.07275883,23,32,100,101.187469,0.513253199,0,1.742100909,174.8905361
2/3/2000,TSN,10.818797,106.651856,2000,2,3,-1.55,21.16153846,25.98461538,76.1619048,22.3,31,94.6487737,101.1392392,0.802137285,0,1.590676076,262.5756398
2/4/2000,TSN,10.818797,106.651856,2000,2,4,-1.55,22.80769231,26.33846154,82.50493578,24,32,100,100.9154952,0.747861631,1.82E-05,1.762927108,192.7134498
2/5/2000,TSN,10.818797,106.651856,2000,2,5,-1.55,23.08846154,27.05384615,81.04847392,25,33,100,100.9002418,0.938906389,0,1.350394601,294.7589944
2/6/2000,TSN,10.818797,106.651856,2000,2,6,-1.55,22.34615385,26.81153846,77.94618895,25,31,100,100.8148611,0.998003899,0.000670893,1.95839843,191.9672227
2/7/2000,TSN,10.818797,106.651856,2000,2,7,-1.55,22.60740741,26.25925926,81.12952671,25,31,94.14726407,100.7850444,0.949092544,0.001329397,1.71610474,184.7773194
2/8/2000,TSN,10.818797,106.651856,2000,2,8,-1.55,22.24583333,26.78333333,77.40413523,25,32,94.14726407,100.8426169,0.83500481,0.002688896,1.431350708,222.2766752
2/9/2000,TSN,10.818797,106.651856,2000,2,9,-1.55,21.32307692,26.80384615,73.78531155,24,33,100,100.8297313,0.955339417,8.44E-05,1.907056633,201.2996697
2/10/2000,TSN,10.818797,106.651856,2000,2,10,-1.55,21.9,26.49230769,78.28901293,24,32,100,100.8864171,0.988651578,3.64E-05,1.686791041,250.9013473
2/11/2000,TSN,10.818797,106.651856,2000,2,11,-1.55,21.96538462,26.55384615,77.99792944,25,33,97.01743435,100.8881329,0.92317367,8.45E-06,1.944435869,168.1528786
2/12/2000,TSN,10.818797,106.651856,2000,2,12,-1.55,22.512,27.36,76.13314406,23.5,32,95.82188882,100.8104815,0.55932609,5.15E-06,1.690796045,201.1962422
2/13/2000,TSN,10.818797,106.651856,2000,2,13,-1.55,23.42692308,27.63461538,78.60908509,25.1,33,89.72718099,100.7317944,0.187806834,0.000792092,1.953801566,139.0483875
2/14/2000,TSN,10.818797,106.651856,2000,2,14,-1.55,23.616,27.664,79.55264801,25,32.3,94.18534382,100.7597758,0.876380107,0.003283033,2.189522082,125.9786087
2/15/2000,TSN,10.818797,106.651856,2000,2,15,-1.55,23.15714286,27.86428571,76.71740937,26,33,94.1515134,100.8352708,0.732966102,0.000517724,2.035403562,110.6222229
2/16/2000,TSN,10.818797,106.651856,2000,2,16,-1.55,21.24615385,28.42692308,66.97820233,23,34,88.5887773,100.8051248,0.654557687,1.33E-07,2.186860126,125.327718
2/17/2000,TSN,10.818797,106.651856,2000,2,17,-1.55,22.724,28.308,72.60902801,24,33,91.39068042,100.7863123,0.655918708,0.000427506,1.844524073,102.0201822
2/18/2000,TSN,10.818797,106.651856,2000,2,18,-1.55,23.24166667,28.725,73.50403552,24,34,88.74823581,100.837836,0.591120178,0.000424469,3.264661297,123.3989969
2/19/2000,TSN,10.818797,106.651856,2000,2,19,-1.55,23.85769231,27.27307692,82.89068212,25.3,33,94.18534382,100.8389996,0.886354891,0.000925776,2.449240538,135.7704927
2/20/2000,TSN,10.818797,106.651856,2000,2,20,-1.55,24.03461538,27.86153846,80.55850707,25,33,94.18534382,100.8099198,0.91473115,6.83E-05,1.848611426,148.2628654
2/21/2000,TSN,10.818797,106.651856,2000,2,21,-1.55,24.35416667,27.77916667,82.57290969,25,33,94.74935688,100.8420188,0.445160257,0.000536963,2.238196586,147.0710672
2/22/2000,TSN,10.818797,106.651856,2000,2,22,-1.55,24.31538462,28.17307692,80.42949152,25,33,93.09348082,100.8553983,0.742638747,0.00056484,2.235894139,130.9760832
2/23/2000,TSN,10.818797,106.651856,2000,2,23,-1.55,24.32916667,28.31666667,79.76425162,25,33,94.22722497,100.8274642,0.320251055,0.000577108,2.183928078,143.5114617
2/24/2000,TSN,10.818797,106.651856,2000,2,24,-1.55,24.104,28.6,77.42853482,25,33,91.47003186,100.8863123,0.452854689,0.00073445,2.612964551,139.2028377
2/25/2000,TSN,10.818797,106.651856,2000,2,25,-1.55,23.91153846,27.76923077,80.38363372,26,33,100,100.8621873,0.593016853,0.001829698,1.677402846,143.7294691
2/26/2000,TSN,10.818797,106.651856,2000,2,26,-1.55,22.928,27.088,79.17634609,25,33,100,100.7963304,0.611399889,0.00070415,1.930313275,105.102729
2/27/2000,TSN,10.818797,106.651856,2000,2,27,-1.55,22.25555556,25.02962963,85.7803943,24,31,100,100.8642679,0.745510915,0.000754268,2.302243969,55.75595175
2/28/2000,TSN,10.818797,106.651856,2000,2,28,-1.55,23.196,26.032,85.59889858,24,31,100,100.9294898,0.977211765,0.003658056,1.34554195,51.03610832
2/29/2000,TSN,10.818797,106.651856,2000,2,29,-1.55,22.73461538,27.13461538,78.19972105,24,34,94.14301015,100.9090975,0.616387682,0.000627799,2.317716614,87.70975662
3/1/2000,TSN,10.818797,106.651856,2000,3,1,-0.98,22.22916667,28.4125,70.97956636,23.1,34,94.14301015,100.8907033,0.323490714,0.000182905,2.534516598,101.6872666
3/2/2000,TSN,10.818797,106.651856,2000,3,2,-0.98,23.11153846,28.02692308,75.26192575,25,33,93.03859107,100.9266821,0.258666787,0.001097977,1.450463157,118.7474103
3/3/2000,TSN,10.818797,106.651856,2000,3,3,-0.98,23.316,28.208,75.96324873,24,33,94.18534382,100.9661638,0.488170738,0.001854276,1.007392466,130.289779
3/4/2000,TSN,10.818797,106.651856,2000,3,4,-0.98,23.66538462,28.17692308,77.62143428,25,33,94.18534382,100.8635356,0.771504719,0.000382936,1.780971935,240.1140751
3/5/2000,TSN,10.818797,106.651856,2000,3,5,-0.98,24.45769231,27.71153846,83.21319176,26,32,100,100.8069344,0.961881024,0.000780381,1.238782463,210.3256776
3/6/2000,TSN,10.818797,106.651856,2000,3,6,-0.98,24.62307692,28.1,82.04268905,26,32,94.22722497,100.7513025,0.941071617,0.002699609,1.352063944,174.0064667
3/7/2000,TSN,10.818797,106.651856,2000,3,7,-0.98,24.444,27.552,83.64821022,25.7,31,94.18534382,100.8187475,0.936408695,0.004911903,1.758690218,160.1937456
3/8/2000,TSN,10.818797,106.651856,2000,3,8,-0.98,24.08,27.148,84.23241719,25,32,94.18534382,100.867036,0.864432764,0.001986847,1.343621974,209.3772451
3/9/2000,TSN,10.818797,106.651856,2000,3,9,-0.98,24.58888889,27.98518519,82.8385117,26,33,100,100.8599275,0.612603097,0.00037964,1.630427024,187.0840955
