Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-03 00:00:00-05:00,16.262091617615233,16.640910992639753,16.247896331553733,16.572668075561523,146912940,0.0,0.0
2012-01-04 00:00:00-05:00,16.563203618148137,16.69321444544985,16.453369535774655,16.644149780273438,114445440,0.0,0.0
2012-01-05 00:00:00-05:00,16.490978661047,16.536804873786974,16.34403333449874,16.413270950317383,131184684,0.0,0.0
2012-01-06 00:00:00-05:00,16.41675570123769,16.437927138903458,16.183636399347424,16.18936538696289,107608284,0.0,0.0
2012-01-09 00:00:00-05:00,16.101696376139213,16.114149047008222,15.472323014408214,15.502957344055176,232671096,0.0,0.0
2012-01-10 00:00:00-05:00,15.684523283997489,15.785391821925954,15.36472975639172,15.51989459991455,175648176,0.0,0.0
2012-01-11 00:00:00-05:00,15.52886024007302,15.67555688818841,15.469584763759256,15.590129852294922,95904000,0.0,0.0
2012-01-12 00:00:00-05:00,15.721132966837583,15.762726025218054,15.603576720231505,15.681781768798828,74932992,0.0,0.0
2012-01-13 00:00:00-05:00,15.597600396406778,15.614785462803152,15.46808976485638,15.565970420837402,92199708,0.0,0.0
2012-01-17 00:00:00-05:00,15.740062217281878,15.740062217281878,15.58315476643826,15.65538215637207,76295628,0.0,0.0
2012-01-18 00:00:00-05:00,15.606816390256874,15.790373714170858,15.494491768286823,15.763226509094238,110357532,0.0,0.0
2012-01-19 00:00:00-05:00,15.964465810022508,15.964465810022508,15.727112379181191,15.929099082946777,251959788,0.0,0.0
2012-01-20 00:00:00-05:00,14.707710402995001,14.71941705286434,14.487791674170184,14.594637870788574,422628948,0.0,0.0
2012-01-23 00:00:00-05:00,14.594887796114982,14.661136577626365,14.524154344441545,14.582932472229004,136379484,0.0,0.0
2012-01-24 00:00:00-05:00,14.602857602514725,14.636729438081371,14.395639266526356,14.46861457824707,122109768,0.0,0.0
2012-01-25 00:00:00-05:00,14.383435868001964,14.413323229634512,14.106232937973118,14.183691024780273,199308492,0.0,0.0
2012-01-26 00:00:00-05:00,14.24570612745637,14.307970433634123,14.060654874474489,14.149070739746094,128918952,0.0,0.0
2012-01-27 00:00:00-05:00,14.21581906492314,14.453422114846756,14.179704418809143,14.444953918457031,144555300,0.0,0.0
2012-01-30 00:00:00-05:00,14.396885919093373,14.44545228798495,14.28107227543901,14.387919425964355,93126780,0.0,0.0
2012-01-31 00:00:00-05:00,14.520170364030847,14.545076656884321,14.324657721033745,14.44819164276123,85610304,0.0,0.0
2012-02-01 00:00:00-05:00,14.568487010662698,14.582434572530527,14.424033170684861,14.466123580932617,92735172,0.0,0.0
2012-02-02 00:00:00-05:00,14.566742865781627,14.605098422104176,14.497256580404532,14.572720527648926,96491412,0.0,0.0
2012-02-03 00:00:00-05:00,14.710948893442739,14.87059650434559,14.645944431123311,14.852165222167969,126613260,0.0,0.0
2012-02-06 00:00:00-05:00,14.819289212462406,15.213301415466052,14.794383869743633,15.169964790344238,147036816,0.0,0.0
2012-02-07 00:00:00-05:00,15.121648360601206,15.177437658243768,15.03721696909928,15.112183570861816,83600316,0.0,0.0
2012-02-08 00:00:00-05:00,15.158758240518111,15.226254190845271,15.061625500167107,15.188895225524902,73382544,0.0,0.0
2012-02-09 00:00:00-05:00,15.242940023490716,15.304706981560528,15.167723800767504,15.228992462158203,90497412,0.0,0.0
2012-02-10 00:00:00-05:00,15.139829671011979,15.146056007067903,15.043195226978144,15.090765953063965,92914992,0.0,0.0
2012-02-13 00:00:00-05:00,15.205082188384905,15.288267358279832,15.193127814221235,15.247422218322754,72579348,0.0,0.0
2012-02-14 00:00:00-05:00,15.230985401067988,15.242441478818545,15.062122625197478,15.186652183532715,72075852,0.0,0.0
2012-02-15 00:00:00-05:00,15.265604776736067,15.265604776736067,15.007329534843212,15.082047462463379,96938964,0.0,0.0
2012-02-16 00:00:00-05:00,15.013804416385858,15.162990638009898,14.88703300195781,15.105956077575684,101134764,0.0,0.0
2012-02-17 00:00:00-05:00,15.067353056807235,15.133603737805938,15.003345185498937,15.059134483337402,97866036,0.0,0.0
2012-02-21 00:00:00-05:00,15.039957804574414,15.388889841637639,15.01530018486643,15.292254447937012,99132768,0.0,0.0
2012-02-22 00:00:00-05:00,15.241444651748832,15.36149143647713,15.110688759872454,15.14132308959961,78601320,0.0,0.0
2012-02-23 00:00:00-05:00,15.117913129991335,15.141324533172998,14.952288794663335,15.095746994018555,82117800,0.0,0.0
2012-02-24 00:00:00-05:00,15.12662829805488,15.233724113375816,15.080801141134238,15.190138816833496,77346576,0.0,0.0
2012-02-27 00:00:00-05:00,15.107700934327706,15.25140780333162,15.069594999523938,15.175445556640625,72483444,0.0,0.0
2012-02-28 00:00:00-05:00,15.192630347782826,15.435961433625794,15.13484786390191,15.401591300964355,113790096,0.0,0.0
2012-02-29 00:00:00-05:00,15.406820583782343,15.581162725326635,15.32961212448484,15.398103713989258,125350524,0.0,0.0
2012-03-01 00:00:00-05:00,15.497976762468237,15.583653418665552,15.395613336955055,15.501463890075684,89418492,0.0,0.0
2012-03-02 00:00:00-05:00,15.49150214583137,15.541313781271288,15.4496604100273,15.472822189331055,62869068,0.0,0.0
2012-03-05 00:00:00-05:00,15.452397702507428,15.503705173945889,15.226999615399532,15.298480033874512,63668268,0.0,0.0
2012-03-06 00:00:00-05:00,15.144063179042229,15.162991809396361,14.79015008884423,15.06710433959961,126849024,0.0,0.0
2012-03-07 00:00:00-05:00,15.168969222060204,15.222267984536366,15.08951984959841,15.112931251525879,50529420,0.0,0.0
2012-03-08 00:00:00-05:00,15.193626324900169,15.22998964510824,15.101724278392888,15.121399879455566,53766180,0.0,0.0
2012-03-09 00:00:00-05:00,15.141572547576335,15.239950544900491,14.94356938757844,14.949795722961426,106717176,0.0,0.0
2012-03-12 00:00:00-04:00,14.943570159496481,15.117912304908275,14.925139826156219,15.071836471557617,66693240,0.0,0.0
2012-03-13 00:00:00-04:00,15.161497565360058,15.388141879249845,15.08179857027096,15.386398315429688,89742168,0.0,0.0
2012-03-14 00:00:00-04:00,15.31716023240866,15.510928360948471,15.2788056237137,15.341816902160645,117358524,0.0,0.0
2012-03-15 00:00:00-04:00,15.35700951184948,15.528860176316687,15.312925915462403,15.469833374023438,97306596,0.0,0.0
2012-03-16 00:00:00-04:00,15.463856845802905,15.588883758144636,15.442935028493253,15.567215919494629,121897980,0.0,0.0
2012-03-19 00:00:00-04:00,15.519396732401358,15.871815889591842,15.472573926722681,15.789875030517578,86825088,0.0,0.0
2012-03-20 00:00:00-04:00,15.713662988424094,15.84167873215696,15.622755637086643,15.777670860290527,61558380,0.0,0.0
2012-03-21 00:00:00-04:00,15.805565351684336,16.123863032680184,15.75326318320235,15.939311027526855,98685216,0.0,0.0
2012-03-22 00:00:00-04:00,15.90245024938529,16.1589819350657,15.715655424776891,16.090490341186523,96311592,0.0,0.0
2012-03-23 00:00:00-04:00,16.104186358171102,16.15150840412387,15.962224016858668,16.004314422607422,77530392,0.0,0.0
2012-03-26 00:00:00-04:00,16.064341175220033,16.17616845712409,15.92835456863778,16.172182083129883,72695232,0.0,0.0
2012-03-27 00:00:00-04:00,16.114897492740628,16.276038096283838,16.059355921269148,16.114648818969727,80207712,0.0,0.0
2012-03-28 00:00:00-04:00,16.239427296914272,16.402811671218952,16.21576721975227,16.332326889038086,101454444,0.0,0.0
2012-03-29 00:00:00-04:00,16.274543723949066,16.35299744917863,16.04690472286498,16.149267196655273,76895028,0.0,0.0
2012-03-30 00:00:00-04:00,16.23245404943903,16.275789725940648,15.964714018929861,15.970691680908203,92335572,0.0,0.0
2012-04-02 00:00:00-04:00,15.958988062037594,16.126605588287752,15.811294811614408,16.112159729003906,91276632,0.0,0.0
