Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-03 00:00:00-05:00,12.30418394730127,12.397351644697126,12.292161998269554,12.359182357788086,302220800,0.0,0.0
2012-01-04 00:00:00-05:00,12.322212765113962,12.462867132640715,12.300574063781543,12.425599098205566,260022000,0.0,0.0
2012-01-05 00:00:00-05:00,12.470988133732282,12.579182500086487,12.402463804489804,12.563554763793945,271269600,0.0,0.0
2012-01-06 00:00:00-05:00,12.615844855812668,12.705405964977366,12.599315077810687,12.694887161254883,318292800,0.0,0.0
2012-01-09 00:00:00-05:00,12.788060955889888,12.855682438218091,12.663335194246908,12.674756050109863,394024400,0.0,0.0
2012-01-10 00:00:00-05:00,12.800380209507201,12.8030855498883,12.66784100177104,12.720135688781738,258196400,0.0,0.0
2012-01-11 00:00:00-05:00,12.703303819757119,12.708413550004842,12.602021695294523,12.699397087097168,215084800,0.0,0.0
2012-01-12 00:00:00-05:00,12.691281096811347,12.709914315308154,12.58518940276345,12.664532661437988,212587200,0.0,0.0
2012-01-13 00:00:00-05:00,12.613740570694548,12.636280518932095,12.582483506536033,12.617045402526855,226021600,0.0,0.0
2012-01-17 00:00:00-05:00,12.748986805456738,12.802784634459831,12.711719560205502,12.76401424407959,242897200,0.0,0.0
2012-01-18 00:00:00-05:00,12.831937208194486,12.907372946960972,12.812101790900822,12.896553993225098,276791200,0.0,0.0
2012-01-19 00:00:00-05:00,12.927806734702797,12.964472071426858,12.81840941433726,12.855676651000977,261738400,0.0,0.0
2012-01-20 00:00:00-05:00,12.84786408086609,12.848164228342291,12.615244169077759,12.631773948669434,413974400,0.0,0.0
2012-01-23 00:00:00-05:00,12.70300775680744,12.876721787884627,12.691887850245834,12.845464706420898,306062400,0.0,0.0
2012-01-24 00:00:00-05:00,12.776034888526008,12.776034888526008,12.609233948269546,12.635080337524414,547638000,0.0,0.0
2012-01-25 00:00:00-05:00,13.65782297904573,13.65812312649766,13.33594292551565,13.424001693725586,958314000,0.0,0.0
2012-01-26 00:00:00-05:00,13.475096072997117,13.488018465917731,13.318213632449751,13.362994194030762,323985200,0.0,0.0
2012-01-27 00:00:00-05:00,13.354274871763522,13.478699623179146,13.337144800046762,13.442634582519531,299709200,0.0,0.0
2012-01-30 00:00:00-05:00,13.39545141022369,13.641595620796696,13.385834652726203,13.614847183227539,379341200,0.0,0.0
2012-01-31 00:00:00-05:00,13.692386845892528,13.772030261429467,13.616650162991965,13.719135284423828,391683600,0.0,0.0
2012-02-01 00:00:00-05:00,13.77713780191277,13.794568823776473,13.691183282313782,13.710416793823242,270046000,0.0,0.0
2012-02-02 00:00:00-05:00,13.701703756923433,13.739872244470792,13.644000001842896,13.678261756896973,186796400,0.0,0.0
2012-02-03 00:00:00-05:00,13.743779428110523,13.824925176404564,13.691484752401049,13.8153076171875,286599600,0.0,0.0
2012-02-06 00:00:00-05:00,13.77623917462456,13.974596548358342,13.770830099277967,13.944241523742676,249412800,0.0,0.0
2012-02-07 00:00:00-05:00,13.982712226048855,14.117956769894683,13.962575056455691,14.090306282043457,316223600,0.0,0.0
2012-02-08 00:00:00-05:00,14.140495879917914,14.329535835400904,14.116451978874968,14.326231002807617,407890000,0.0,0.0
